Artist,Album,Track,DateTime,Date,Time,Acousticness,Danceability,Energy,Tempo,Valence,Loudness,Instrumentalness,Speechiness
Megan Thee Stallion,Traumazine,Plan B,2-4-2023 19:51:00,2-4-2023,19:51:00,0.0668,0.787,0.522,170.439,0.666,-5.872,0,0.463
Ariana Grande,thank u next,7 rings,2-4-2023 19:48:00,2-4-2023,19:48:00,0.592,0.778,0.317,140.048,0.327,-10.732,0,0.334
Lil Nas X,MONTERO,SCOOP (feat. Doja Cat),2-4-2023 19:45:00,2-4-2023,19:45:00,0.0427,0.841,0.527,163.975,0.582,-8.116,1.54E-06,0.149
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),2-4-2023 19:43:00,2-4-2023,19:43:00,0.0777,0.801,0.601,159.969,0.74,-7.574,3.23E-05,0.255
Doja Cat,Amala (Deluxe Version),Tia Tamera (feat. Rico Nasty),2-4-2023 19:39:00,2-4-2023,19:39:00,0.019,0.822,0.654,119.884,0.421,-4.623,0,0.132
Beyoncé,BEYONCÉ [Platinum Edition],Drunk in Love Remix (feat. Jay-Z & Kanye West),2-4-2023 19:28:00,2-4-2023,19:28:00,0.16,0.508,0.763,139.653,0.476,-3.58,0,0.0516
ICE SPICE,No Clarity,No Clarity,2-4-2023 19:26:00,2-4-2023,19:26:00,0.591,0.613,0.668,141.826,0.716,-5.812,1.37E-05,0.2
Flo Milli,You still here Ho ?,Conceited,2-4-2023 19:22:00,2-4-2023,19:22:00,0.0741,0.94,0.761,118.027,0.414,-4.408,1.89E-05,0.0979
Beyoncé,HOMECOMING: THE LIVE ALBUM,Deja Vu (feat. Jay-Z) - Homecoming Live,2-4-2023 19:16:00,2-4-2023,19:16:00,0.00534,0.772,0.684,105.975,0.154,-8.742,2.66E-06,0.14
Rihanna,ANTI (Deluxe),Woo,2-4-2023 19:12:00,2-4-2023,19:12:00,0.0546,0.42,0.466,115.004,0.185,-5.298,0.00389,0.0326
Lady Gaga,ARTPOP,Donatella,2-4-2023 19:08:00,2-4-2023,19:08:00,0.012,0.694,0.814,124.976,0.686,-4.919,0,0.23
Todrick Hall,Haus Party Pt. 1,Nails Hair Hips Heels,2-4-2023 19:04:00,2-4-2023,19:04:00,0.339,0.934,0.611,126.012,0.782,-8.688,6.57E-06,0.133
Crush,be by my side,be by my side,2-4-2023 19:00:00,2-4-2023,19:00:00,0.611,0.351,0.577,175.658,0.444,-8.326,0.000165,0.119
Fifth Harmony,7/27 (Deluxe),Thats My Girl,2-4-2023 19:00:00,2-4-2023,19:00:00,0.0358,0.596,0.851,202.049,0.612,-4.245,3.19E-05,0.121
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),2-4-2023 18:58:00,2-4-2023,18:58:00,0.0777,0.801,0.601,159.969,0.74,-7.574,3.23E-05,0.255
Yeat,Lyfë,Flawlëss (feat. Lil Uzi Vert),2-4-2023 18:55:00,2-4-2023,18:55:00,0.0715,0.474,0.805,131.001,0.109,-5.997,0,0.332
Diddy - Dirty Money,Hello Good Morning (Remix),Hello Good Morning - Remix,2-4-2023 18:52:00,2-4-2023,18:52:00,0.0915,0.75,0.874,104.016,0.552,-4.831,0,0.242
TLC,CrazySexyCool,Waterfalls,2-4-2023 18:46:00,2-4-2023,18:46:00,0.311,0.769,0.505,171.804,0.757,-7.345,7.49E-05,0.0829
Awilo Longomba,Mondongo,Karolina,2-4-2023 18:41:00,2-4-2023,18:41:00,0.0862,0.637,0.977,120.009,0.942,-3.083,0,0.0494
Beyoncé,BDay,Upgrade U (feat. Jay-Z),2-4-2023 18:36:00,2-4-2023,18:36:00,0.00182,0.593,0.68,84.547,0.483,-5.556,4.84E-05,0.335
Childish Gambino,This Is America,This Is America,2-4-2023 18:33:00,2-4-2023,18:33:00,0.117,0.854,0.463,120.024,0.549,-6.159,0,0.137
Pink Sweat$,Volume 2,Coke & Henny Pt. 2,2-4-2023 18:33:00,2-4-2023,18:33:00,0.604,0.795,0.288,89.998,0.44,-9.853,0,0.0444
Normani,Motivation,Motivation,2-4-2023 18:30:00,2-4-2023,18:30:00,0.0192,0.599,0.887,170.918,0.881,-3.967,1.21E-06,0.0984
Rae Sremmurd,SremmLife,Throw Sum Mo,2-4-2023 18:17:00,2-4-2023,18:17:00,0.0388,0.859,0.627,142.062,0.594,-7.91,0.000202,0.13
Arlissa,Hearts Aint Gonna Lie (with Jonas Blue),Hearts Aint Gonna Lie (with Jonas Blue),2-4-2023 18:14:00,2-4-2023,18:14:00,0.0871,0.492,0.734,95.371,0.542,-4.58,0,0.0535
SZA,The Weekend (Funk Wav Remix),The Weekend - Funk Wav Remix,2-4-2023 18:14:00,2-4-2023,18:14:00,0.495,0.775,0.573,101.925,0.667,-4.933,0,0.0585
Arlissa,Hearts Aint Gonna Lie (with Jonas Blue),Hearts Aint Gonna Lie (with Jonas Blue),2-4-2023 18:11:00,2-4-2023,18:11:00,0.0871,0.492,0.734,95.371,0.542,-4.58,0,0.0535
P-Square,Chop My Money (Remix),Chop My Money - Remix,2-4-2023 18:05:00,2-4-2023,18:05:00,0.0879,0.812,0.812,127.017,0.892,-5.921,0,0.115
Beyoncé,BDay,Irreplaceable,2-4-2023 18:01:00,2-4-2023,18:01:00,0.0293,0.447,0.694,175.868,0.509,-4.637,5.46E-06,0.382
Megan Thee Stallion,Good News,Body,2-4-2023 17:58:00,2-4-2023,17:58:00,0.0166,0.914,0.732,94.066,0.469,-6.1,0,0.241
JID,The Forever Story (Extended Version),Surround Sound (feat. 21 Savage & Baby Tate),2-4-2023 9:52:00,2-4-2023,9:52:00,0.173,0.575,0.56,75.956,0.471,-7.302,0,0.478
Red Velvet,Perfect Velvet - The 2nd Album,Kingdom Come,2-4-2023 2:21:00,2-4-2023,2:21:00,0.235,0.572,0.743,170.123,0.678,-3.991,5.93E-06,0.12
BTS,MAP OF THE SOUL : PERSONA,HOME,2-4-2023 2:17:00,2-4-2023,2:17:00,0.0144,0.633,0.799,142.991,0.534,-4.625,0,0.0427
Heize,And July,And July,2-4-2023 2:14:00,2-4-2023,2:14:00,0.0401,0.734,0.852,98.504,0.787,-3.85,0,0.0916
IU,Palette,Palette (feat. G-DRAGON),2-4-2023 2:11:00,2-4-2023,2:11:00,0.458,0.804,0.68,102.013,0.62,-3.81,0,0.2
BTS,MAP OF THE SOUL : 7,Friends,2-4-2023 2:07:00,2-4-2023,2:07:00,0.0668,0.55,0.747,79.979,0.649,-5.211,0,0.0407
Seventeen,SEVENTEEN 8th Mini Album Your Choice,Same dream same mind same night,2-4-2023 2:03:00,2-4-2023,2:03:00,0.198,0.503,0.644,163.79,0.367,-6.077,0,0.0594
LE SSERAFIM,ANTIFRAGILE,Impurities,2-4-2023 2:00:00,2-4-2023,2:00:00,0.231,0.715,0.757,90.065,0.464,-4.746,0,0.0373
BAEKHYUN,Bambi - The 3rd Mini Album,Cry for Love,2-4-2023 1:56:00,2-4-2023,1:56:00,0.338,0.706,0.692,136.078,0.526,-4.084,0,0.0483
BTS,MAP OF THE SOUL : 7,Filter,2-4-2023 1:53:00,2-4-2023,1:53:00,0.0224,0.779,0.762,110.043,0.859,-5.188,0,0.0631
Niki,I Like U,I Like U,2-4-2023 1:48:00,2-4-2023,1:48:00,0.071,0.48,0.526,199.662,0.374,-7.099,0,0.275
NCT DREAM,Reload,Love Again,2-4-2023 1:44:00,2-4-2023,1:44:00,0.0451,0.696,0.92,104.035,0.59,-2.004,0,0.119
BAEKHYUN,City Lights - The 1st Mini Album,UN Village,2-4-2023 1:40:00,2-4-2023,1:40:00,0.267,0.674,0.589,83.985,0.577,-3.806,0,0.112
RM,mono.,uhgood,2-4-2023 1:37:00,2-4-2023,1:37:00,0.00135,0.531,0.56,85.863,0.0942,-6.827,0.016,0.0566
NewJeans,NewJeans OMG,OMG,2-4-2023 1:34:00,2-4-2023,1:34:00,0.357,0.804,0.771,126.956,0.739,-4.067,3.07E-06,0.0433
Seventeen,Seventeen 3rd Mini Album Going Seventeen,Lean On Me,2-4-2023 1:30:00,2-4-2023,1:30:00,0.698,0.788,0.47,85.961,0.64,-5.676,0,0.221
Hus,Short Cake,Banana Shake,2-4-2023 1:25:00,2-4-2023,1:25:00,0.0701,0.81,0.811,125.979,0.741,-6.383,0.00262,0.0449
Hus,Short Cake,Banana Shake,2-4-2023 1:19:00,2-4-2023,1:19:00,0.0701,0.81,0.811,125.979,0.741,-6.383,0.00262,0.0449
Rihanna,ANTI (Deluxe),Kiss It Better,2-4-2023 1:16:00,2-4-2023,1:16:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Rihanna,ANTI (Deluxe),Kiss It Better,2-4-2023 1:12:00,2-4-2023,1:12:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Rihanna,ANTI (Deluxe),Kiss It Better,2-4-2023 1:08:00,2-4-2023,1:08:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Rihanna,ANTI (Deluxe),Kiss It Better,2-4-2023 1:03:00,2-4-2023,1:03:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Rihanna,ANTI (Deluxe),Kiss It Better,2-4-2023 0:59:00,2-4-2023,0:59:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Rihanna,ANTI (Deluxe),Kiss It Better,2-4-2023 0:55:00,2-4-2023,0:55:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Judy Kuhn,Pocahontas,Colors of the Wind - From Pocahontas / Soundtrack Version,2-4-2023 0:52:00,2-4-2023,0:52:00,0.929,0.272,0.164,81.551,0.228,-17.04,0.0011,0.046
NewJeans,NewJeans OMG,OMG,2-3-2023 22:52:00,2-3-2023,22:52:00,0.357,0.804,0.771,126.956,0.739,-4.067,3.07E-06,0.0433
Rihanna,ANTI (Deluxe),Kiss It Better,2-3-2023 21:19:00,2-3-2023,21:19:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Rihanna,ANTI (Deluxe),Kiss It Better,2-3-2023 21:15:00,2-3-2023,21:15:00,0.272,0.619,0.806,95,0.877,-4.8,0,0.0483
Rae Sremmurd,SremmLife,This Could Be Us,2-3-2023 21:12:00,2-3-2023,21:12:00,0.291,0.732,0.69,143.072,0.758,-4.992,0,0.134
Beyoncé,HOMECOMING: THE LIVE ALBUM,Get Me Bodied - Homecoming Live,2-3-2023 21:10:00,2-3-2023,21:10:00,0.011,0.822,0.935,97.018,0.396,-7.741,0,0.345
Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,2-3-2023 21:10:00,2-3-2023,21:10:00,0.0652,0.486,0.545,150.187,0.0385,-7.924,0.00474,0.0336
Rihanna,FourFiveSeconds,FourFiveSeconds,2-3-2023 19:24:00,2-3-2023,19:24:00,0.875,0.582,0.272,205.846,0.354,-5.662,0,0.0501
Nicki Minaj,Pink Friday,Did It Onem,2-3-2023 19:21:00,2-3-2023,19:21:00,0.0445,0.562,0.414,155.826,0.474,-7.032,0,0.349
Kelly Rowland,Motivation,Motivation,2-3-2023 19:11:00,2-3-2023,19:11:00,0.187,0.744,0.672,140.889,0.266,-5.589,0.000123,0.0418
A Boogie wit da Hoodie,Hoodie SZN,Skeezers,2-3-2023 19:08:00,2-3-2023,19:08:00,0.558,0.792,0.484,140.019,0.353,-7.801,0,0.155
Mindless Behavior,#1 Girl,Mrs. Right,2-3-2023 19:04:00,2-3-2023,19:04:00,0.057,0.439,0.753,95.339,0.538,-4.799,0,0.0932
Chance the Rapper,Coloring Book,No Problem (feat. Lil Wayne & 2 Chainz),2-3-2023 18:59:00,2-3-2023,18:59:00,0.156,0.652,0.795,135.018,0.788,-5.192,0,0.174
Chloe x Halle,Grown (from Grown-ish),Grown (from Grown-ish),2-3-2023 18:56:00,2-3-2023,18:56:00,0.0967,0.674,0.465,96.996,0.239,-9.223,0.00399,0.0652
Tevin Campbell,Im Ready,Can We Talk,2-3-2023 18:52:00,2-3-2023,18:52:00,0.0312,0.66,0.646,172.376,0.621,-9.111,5.06E-06,0.0426
Beyoncé,4,Love on Top,2-3-2023 18:49:00,2-3-2023,18:49:00,0.0848,0.652,0.749,94.103,0.651,-5.248,0,0.0886
Chloe x Halle,Ungodly Hour,Busy Boy,2-3-2023 18:46:00,2-3-2023,18:46:00,0.034,0.769,0.656,89.995,0.362,-6.217,0.00061,0.0448
Fuse ODG,T.I.N.A.,Antenna - UK Club Mix,2-3-2023 18:42:00,2-3-2023,18:42:00,0.0224,0.787,0.937,127.999,0.823,-1.632,0.000101,0.0488
Beyoncé,BDay,Green Light,2-3-2023 18:20:00,2-3-2023,18:20:00,0.0682,0.796,0.572,107.045,0.726,-7.019,7.82E-06,0.0634
Megan Thee Stallion,Tina Snow,Hot Girl,2-3-2023 18:19:00,2-3-2023,18:19:00,0.00485,0.872,0.814,98.985,0.57,-4.568,1.96E-06,0.155
Megan Thee Stallion,Tina Snow,Hot Girl,2-3-2023 18:15:00,2-3-2023,18:15:00,0.00485,0.872,0.814,98.985,0.57,-4.568,1.96E-06,0.155
Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,2-3-2023 18:13:00,2-3-2023,18:13:00,0.00864,0.583,0.829,174.028,0.575,-4.603,0,0.134
Normani,Motivation,Motivation,2-3-2023 17:48:00,2-3-2023,17:48:00,0.0192,0.599,0.887,170.918,0.881,-3.967,1.21E-06,0.0984
Justin Bieber,Purpose (Deluxe),Sorry,2-3-2023 17:45:00,2-3-2023,17:45:00,0.0797,0.654,0.76,99.945,0.41,-3.669,0,0.045
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-3-2023 17:38:00,2-3-2023,17:38:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-3-2023 17:32:00,2-3-2023,17:32:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-3-2023 17:30:00,2-3-2023,17:30:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-3-2023 17:27:00,2-3-2023,17:27:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
Loona,Chuu,Heart Attack (츄),2-3-2023 17:25:00,2-3-2023,17:25:00,0.0524,0.663,0.857,99.014,0.75,-3.457,0,0.0581
Solar,容 : FACE,HONEY,2-3-2023 8:02:00,2-3-2023,8:02:00,0.138,0.821,0.786,115.003,0.78,-1.839,3.55E-06,0.0578
love-sadKiD,Love Sadkid,Carpet Ride,2-3-2023 7:11:00,2-3-2023,7:11:00,0.64,0.617,0.684,84.888,0.723,-6.439,0,0.328
Little Simz,NO THANK YOU,Angel,2-3-2023 7:05:00,2-3-2023,7:05:00,0.902,0.6,0.689,98.423,0.852,-7.774,2.63E-05,0.364
Little Simz,NO THANK YOU,Silhouette,2-3-2023 6:53:00,2-3-2023,6:53:00,0.768,0.78,0.831,95.244,0.334,-6.424,0.000402,0.102
Crush,Bittersweet,Bittersweet,2-3-2023 6:49:00,2-3-2023,6:49:00,0.565,0.84,0.519,88.979,0.886,-4.44,0,0.0447
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-3-2023 6:45:00,2-3-2023,6:45:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-3-2023 6:41:00,2-3-2023,6:41:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-3-2023 6:37:00,2-3-2023,6:37:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
SUPER JUNIOR,TIMELESS - The 9th Album Repackage,2YA2YAO!,2-3-2023 6:34:00,2-3-2023,6:34:00,0.0941,0.789,0.884,100.09,0.607,-2.659,0,0.148
GOT the beat,Step Back,Step Back,2-3-2023 6:30:00,2-3-2023,6:30:00,0.0205,0.636,0.81,161.897,0.611,-2.035,1.04E-05,0.101
BTS,Proof,Run BTS,2-3-2023 6:03:00,2-3-2023,6:03:00,0.0201,0.724,0.818,77.004,0.696,-3.747,0,0.168
SHINee,Dont Call Me - The 7th Album,Dont Call Me,2-3-2023 5:57:00,2-3-2023,5:57:00,0.0127,0.69,0.783,82.026,0.306,-2.076,0,0.0641
NCT 127,NCT #127 Neo Zone - The 2nd Album,Kick It,2-3-2023 5:50:00,2-3-2023,5:50:00,0.0306,0.681,0.847,167.031,0.507,-2.462,0,0.0869
NCT 127,Ay-Yo - The 4th Album Repackage,Skyscraper,2-3-2023 5:49:00,2-3-2023,5:49:00,0.104,0.743,0.93,152.005,0.697,-2.668,0,0.0791
NCT 127,2 Baddies - The 4th Album,Time Lapse,2-3-2023 5:44:00,2-3-2023,5:44:00,0.0589,0.484,0.9,84.901,0.462,-3.567,0,0.209
NCT 127,Ay-Yo - The 4th Album Repackage,Skyscraper,2-3-2023 5:44:00,2-3-2023,5:44:00,0.104,0.743,0.93,152.005,0.697,-2.668,0,0.0791
NCT 127,2 Baddies - The 4th Album,Time Lapse,2-3-2023 5:40:00,2-3-2023,5:40:00,0.0589,0.484,0.9,84.901,0.462,-3.567,0,0.209
NCT U,Universe (Lets Play Ball),Universe (Lets Play Ball),2-3-2023 5:37:00,2-3-2023,5:37:00,0.0524,0.587,0.895,179.975,0.697,-1.591,0,0.139
NCT 127,NCT #127 Neo Zone: The Final Round - The 2nd Album Repackage,Punch,2-3-2023 5:32:00,2-3-2023,5:32:00,0.0353,0.636,0.915,90.946,0.511,-3.473,0,0.183
EXO,OBSESSION,Obsession,2-3-2023 5:28:00,2-3-2023,5:28:00,0.0024,0.704,0.729,129.992,0.71,-3.851,0,0.0624
Steven Universe,Steven Universe Vol. 1 (Original Soundtrack),Love Like You (feat. Rebecca Sugar) - End Credits,2-3-2023 5:26:00,2-3-2023,5:26:00,0.879,0.591,0.242,118.001,0.292,-10.098,0,0.0312
Arctic Monkeys,AM,No. 1 Party Anthem,2-3-2023 5:22:00,2-3-2023,5:22:00,0.33,0.505,0.698,115.013,0.599,-5.563,0.0887,0.0297
Clairo,Immunity,Softly,2-3-2023 5:19:00,2-3-2023,5:19:00,0.33,0.759,0.436,94.03,0.782,-11.233,0.0113,0.0419
Laufey,Everything I Know About Love,Valentine,2-3-2023 5:16:00,2-3-2023,5:16:00,0.917,0.472,0.204,82.51,0.224,-13.065,0,0.0452
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-3-2023 5:11:00,2-3-2023,5:11:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Solar,容 : FACE,HONEY,2-3-2023 5:09:00,2-3-2023,5:09:00,0.138,0.821,0.786,115.003,0.78,-1.839,3.55E-06,0.0578
Laufey,Typical Of Me EP,like the movies,2-3-2023 5:09:00,2-3-2023,5:09:00,0.908,0.575,0.274,87.13,0.214,-10.242,8.67E-05,0.035
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-3-2023 5:04:00,2-3-2023,5:04:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
SZA,Kill Bill (Acoustic),Kill Bill - Acoustic,2-3-2023 4:44:00,2-3-2023,4:44:00,0.857,0.347,0.378,173.482,0.61,-9.96,0,0.0354
SZA,SOS,Kill Bill,2-3-2023 4:17:00,2-3-2023,4:17:00,0.0521,0.644,0.735,88.98,0.418,-5.747,0.144,0.0391
Gsoul,Hate Everything,Hate Everything,2-3-2023 4:04:00,2-3-2023,4:04:00,0.858,0.474,0.229,118.827,0.289,-9.47,0,0.0329
Chika,Industry Games,SONGS ABOUT YOU,2-2-2023 22:50:00,2-2-2023,22:50:00,0.599,0.601,0.446,77.707,0.788,-6.327,0,0.415
GOT the beat,Stamp On It - The 1st Mini Album,Stamp On It,2-2-2023 22:50:00,2-2-2023,22:50:00,0.0309,0.632,0.849,142.959,0.393,-1.462,0.000142,0.0408
Key,Gasoline - The 2nd Album,Gasoline,2-2-2023 22:43:00,2-2-2023,22:43:00,0.00467,0.605,0.855,150.03,0.662,-2.631,0,0.251
Ski Mask the Slump God,OOGA BOOGA!,OOGA BOOGA!,2-2-2023 22:41:00,2-2-2023,22:41:00,0.101,0.847,0.916,104.018,0.751,-5.757,0.000766,0.222
DEAN,130 mood : TRBL,i love it,2-2-2023 22:37:00,2-2-2023,22:37:00,0.0206,0.59,0.735,125.223,0.311,-3.789,0,0.0504
Ciscero,Function (feat. Goldlink & Cheakaity),Function (feat. Goldlink & Cheakaity),2-2-2023 22:33:00,2-2-2023,22:33:00,0.0313,0.557,0.644,124.013,0.52,-6.371,0,0.265
Iyanya,Desire,Kukere,2-2-2023 22:29:00,2-2-2023,22:29:00,0.0765,0.748,0.851,130.054,0.95,-4.579,0.0122,0.0902
Drake,Certified Lover Boy,You Only Live Twice (with Lil Wayne & Rick Ross),2-2-2023 22:26:00,2-2-2023,22:26:00,0.118,0.519,0.851,123.823,0.711,-6.001,0,0.29
Teyana Taylor,K.T.S.E.,Gonna Love Me,2-2-2023 21:27:00,2-2-2023,21:27:00,0.402,0.514,0.506,88.044,0.312,-7.095,2.56E-05,0.28
OutKast,Speakerboxxx/The Love Below,Hey Ya!,2-2-2023 21:24:00,2-2-2023,21:24:00,0.103,0.727,0.974,79.526,0.965,-2.261,0.000532,0.0664
Jeremih,Late Nights: The Album,oui,2-2-2023 21:20:00,2-2-2023,21:20:00,0.213,0.418,0.724,78.521,0.604,-3.724,0,0.0964
Jason Derulo,Jason Derulo,Ridin Solo,2-2-2023 21:16:00,2-2-2023,21:16:00,0.128,0.442,0.83,89.338,0.578,-4.02,0,0.146
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),2-2-2023 21:13:00,2-2-2023,21:13:00,0.075,0.696,0.817,98.064,0.782,-3.862,0,0.109
Coco Jones,Made Of,Holla at the DJ,2-2-2023 21:12:00,2-2-2023,21:12:00,0.00239,0.452,0.864,177.945,0.669,-5.841,0.000134,0.115
Megan Thee Stallion,Girls In The Hood,Girls in the Hood,2-2-2023 21:09:00,2-2-2023,21:09:00,0.00711,0.821,0.816,179.974,0.797,-3.835,0,0.352
Rihanna,Good Girl Gone Bad: Reloaded,Take a Bow,2-2-2023 21:06:00,2-2-2023,21:06:00,0.248,0.697,0.467,82.082,0.572,-7.536,0,0.0715
Aminé,Good for You,Spice Girl,2-2-2023 21:02:00,2-2-2023,21:02:00,0.392,0.693,0.46,78.09,0.873,-7.912,0,0.226
Anita Baker,80s The Collection,Sweet Love,2-2-2023 20:55:00,2-2-2023,20:55:00,0.428,0.505,0.669,87.541,0.689,-7.255,0,0.0231
Diddy - Dirty Money,Hello Good Morning (Remix),Hello Good Morning - Remix,2-2-2023 20:52:00,2-2-2023,20:52:00,0.0915,0.75,0.874,104.016,0.552,-4.831,0,0.242
Chloe x Halle,Ungodly Hour,Do It,2-2-2023 20:49:00,2-2-2023,20:49:00,0.0932,0.725,0.668,82.966,0.566,-7.286,2.33E-06,0.055
Frank Ocean,channel ORANGE,Pyramids,2-2-2023 20:39:00,2-2-2023,20:39:00,0.0118,0.4,0.65,107.989,0.15,-6.104,7.62E-05,0.0466
P-Square,Gameover (Deluxe),No One Like You - Deluxe,2-2-2023 20:36:00,2-2-2023,20:36:00,0.562,0.827,0.87,101.999,0.936,-2.899,0,0.195
Anderson .Paak,Bubblin,Bubblin,2-2-2023 20:36:00,2-2-2023,20:36:00,0.0731,0.568,0.873,106.783,0.547,-5.22,0,0.265
PnB Rock,RNB3,No Time,2-2-2023 20:28:00,2-2-2023,20:28:00,0.175,0.618,0.604,91.017,0.606,-7.533,0,0.083
Frank Ocean,channel ORANGE,Lost,2-2-2023 20:19:00,2-2-2023,20:19:00,0.0272,0.913,0.603,123.061,0.497,-4.892,0.000503,0.226
Lizzo,Cuz I Love You,Cuz I Love You,2-2-2023 20:16:00,2-2-2023,20:16:00,0.0156,0.566,0.659,162.16,0.52,-4.039,0,0.0479
Beyoncé,Party (Feat. J. Cole),Party (feat. J. Cole),2-2-2023 20:12:00,2-2-2023,20:12:00,0.0111,0.649,0.547,161.007,0.708,-6.936,0,0.0493
Chance the Rapper,Coloring Book,No Problem (feat. Lil Wayne & 2 Chainz),2-2-2023 20:07:00,2-2-2023,20:07:00,0.156,0.652,0.795,135.018,0.788,-5.192,0,0.174
GoldLink,Diaspora,Maniac,2-2-2023 20:06:00,2-2-2023,20:06:00,0.0674,0.812,0.606,132.976,0.0813,-6.768,0.00245,0.0448
Beyoncé,RENAISSANCE,AMERICA HAS A PROBLEM,2-2-2023 20:05:00,2-2-2023,20:05:00,0.00348,0.789,0.614,126.035,0.108,-6.491,0.00152,0.0579
Beyoncé,RENAISSANCE,CUFF IT,2-2-2023 20:01:00,2-2-2023,20:01:00,0.0368,0.78,0.689,115.042,0.642,-5.668,9.69E-06,0.141
J Balvin,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),2-2-2023 19:58:00,2-2-2023,19:58:00,0.0223,0.759,0.716,105.009,0.469,-6.36,0,0.0818
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-2-2023 19:54:00,2-2-2023,19:54:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
GoldLink,Diaspora,Maniac,2-2-2023 19:08:00,2-2-2023,19:08:00,0.0674,0.812,0.606,132.976,0.0813,-6.768,0.00245,0.0448
Beyoncé,BEYONCÉ [Platinum Edition],Drunk in Love Remix (feat. Jay-Z & Kanye West),2-2-2023 18:52:00,2-2-2023,18:52:00,0.16,0.508,0.763,139.653,0.476,-3.58,0,0.0516
Ciara,JUMP,JUMP (feat. Coast Contra),2-2-2023 18:48:00,2-2-2023,18:48:00,0.135,0.941,0.79,120.007,0.764,-5.193,1.53E-06,0.189
Aminé,Good for You,Heebiejeebies - Bonus,2-2-2023 18:45:00,2-2-2023,18:45:00,0.423,0.765,0.5,107.043,0.495,-7.626,0,0.152
Fuse ODG,Antenna,Antenna - UK Radio Edit,2-2-2023 18:41:00,2-2-2023,18:41:00,0.0631,0.797,0.948,127.993,0.858,-1.069,8.00E-06,0.0665
Fuse ODG,Antenna,Antenna - UK Radio Edit,2-2-2023 18:38:00,2-2-2023,18:38:00,0.0631,0.797,0.948,127.993,0.858,-1.069,8.00E-06,0.0665
Aminé,TWOPOINTFIVE,Mad Funny Freestyle,2-2-2023 18:36:00,2-2-2023,18:36:00,0.0472,0.833,0.61,147.945,0.793,-7.556,9.55E-06,0.302
Yseult,INDÉLÉBILE,INDÉLÉBILE,2-2-2023 18:33:00,2-2-2023,18:33:00,0.811,0.494,0.215,125.362,0.145,-10.973,6.05E-06,0.0449
JokAir,JokTravolta,Nos souvenirs,2-2-2023 18:24:00,2-2-2023,18:24:00,0.101,0.467,0.683,119.909,0.259,-7.609,0,0.219
Beyoncé,HOMECOMING: THE LIVE ALBUM,Deja Vu (feat. Jay-Z) - Homecoming Live,2-2-2023 17:54:00,2-2-2023,17:54:00,0.00534,0.772,0.684,105.975,0.154,-8.742,2.66E-06,0.14
Big Sean,Finally Famous (Deluxe),My Last,2-2-2023 17:47:00,2-2-2023,17:47:00,0.098,0.387,0.773,78.629,0.368,-5.685,0,0.17
Frank Ocean,Blonde,Nights,2-2-2023 17:44:00,2-2-2023,17:44:00,0.427,0.457,0.551,89.87,0.428,-9.36,1.15E-06,0.167
Lil Wayne,I Am Not A Human Being II (Deluxe),Love Me,2-2-2023 17:40:00,2-2-2023,17:40:00,0.0125,0.669,0.634,124.906,0.496,-6.476,0,0.0327
